Kasuist {m};casuist;noun;;
Kasusendungen {pl};case endings;noun;;
Kasusendung {f};case ending;noun;;
Kasusgrammatik {f};case grammar;noun;;
Kasusrollen {pl};case roles;noun;;
Kasustheorie {f};case theory [linguistic theory];noun;;
Kasus {m};case;noun;;
Kasus {m} [altertümlich];issue [case];noun;;
Kasus {pl} [langes »u«];cases;noun;;
Kas {m} [Gaunersprache] [Gefängnisaufseher] [basiert auf der Abkürzung: Kaiserlicher Arrest Schließer];prison supervisor;noun;;
katabatischer Wind {m};katabatic wind;noun;;
katabatisch;katabatic  [wind or air current];adj;;
Katabiose {f};catabiosis;noun;;
katabol;catabolic;adj;;
katabolisch;catabolic;adj;;
katabolisch;catabolically;adv;;
Katabolismus {m};catabolism;noun;;
Katabolitrepression {f};catabolite repression;noun;;
Katabolit {m};catabolite;noun;;
Katachrese {f};catachresis;noun;;
katadioptrisch;catadioptric;adj;;
katadrom;catadromous  [fish];adj;;
Katafalk {m};catafalque;noun;;
Kata;Flood [Andrew Vachss];;;
Katagenese {f};catagenesis;noun;;
Katagenhaar {n};catagen hair;noun;;
Katagenphase {f};catagen phase;noun;;
Kataklase {f};cataclasis;noun;;
Kataklasit {m};cataclasite;noun;;
kataklastisch;cataclastic;adj;;
Kataklysmus {m};cataclysm;noun;;
kataklystisch [den Kataklysmus betreffend];cataclysmic;adj;;
Katakomben {pl};catacombs;noun;;
Katakombe {f};catacomb;noun;;
Katalanen {pl};Catalans;noun;;
Katalane {m};Catalan [man from Catalonia];noun;;
Katalanin {f};Catalan [female from Catalonia];noun;;
katalanisch;Catalan;adj;;
katalanisch;Catalonian;adj;;
Katalanische Creme {f};crema catalana [burnt creme];noun;;
Katalanische Eröffnung {f} [Schach];Catalan Opening [chess];noun;;
katalanische Küche {f};Catalan cuisine;noun;;
Katalanisches Brachsenkraut {n};Pyrenean quillwort [Isoetes brochonii];noun;;
katalanisches Gewölbe {n};Catalan vault;noun;;
katalanisches Gewölbe {n};timbrel vault;noun;;
katalanische Sprache {f};Catalan language;noun;;
katalanischsprachig;Catalan-speaking;adj;;
Katalanisch {n};Catalan;noun;;
Katalanisch {n} [die Sprache];Catalonian [the language];noun;;
Katalanistik {f};Catalan studies {pl};noun;;
Katalase-negativ;catalase-negative;adj;;
Katalase-positiv;catalase-positive;adj;;
Katalase-Test {m};catalase test;noun;;
Katalase {f};catalase;noun;;
Katalaunische Felder {pl};Catalaunian Fields;noun;;
katalektisch [unvollzählig] [Verslehre];catalectic [prosody];adj;;
Katalepsie {f};catalepsy;noun;;
kataleptiform;cataleptiform;adj;;
kataleptisch;cataleptic;adj;;
kataleptische Totenstarre {f};cadaveric spasm;noun;;
kataleptische Totenstarre {f};cataleptic rigidity;noun;;
kataleptische Totenstarre {f};instantaneous rigidity [cadaveric spasm];noun;;
kataleptische Totenstarre {f};instantaneous rigor [cadaveric spasm];noun;;
kataleptische Totenstarre {f};postmortem spasm [cadaveric spasm];noun;;
kataleptoid;cataleptiform;adj;;
Katallaktik {f};catallactics [treated as sg.];noun;;
Katalog-Server {m} [auch: Katalogserver];catalog server [Am.];noun;;
Katalogarie {f} [z. B. Mozart];catalog aria [Am.];noun;;
Katalogarie {f} [z. B. Mozart];catalogue aria;noun;;
Katalogband {m};catalogue volume;noun;;
Katalogbestellung {f};catalogue order;noun;;
Katalogbraut {f};mail order bride;noun;;
Katalogdatenträger {m};control volume;noun;;
Katalogeintrag {m};catalog entry [Am.];noun;;
Katalogeintrag {m};catalogue entry;noun;;
Kataloge {pl};catalogs [Am.];noun;;
Kataloge {pl};catalogues;noun;;
katalogisierbar;catalogable;adj;;
katalogisierend;cataloging [Am.];adj;;
katalogisierend;cataloguing [Br.];adj;;
katalogisieren;to catalogue;verb;;
katalogisieren;to cataloguize;verb;;
katalogisieren;to catalog [Am.];verb;;
Katalogisieren {n};cataloguing [Br.];noun;;
Katalogisieren {n} von Neuerscheinungen;cataloguing of forthcoming titles;noun;;
katalogisiert;cataloged  [Am.];adj past-p;;
katalogisiert;catalogued;adj past-p;;
katalogisierte Kulturstätten {pl};catalogued cultural sites [Br.];noun;;
Katalogisierung der Orientalischen Handschriften in Deutschland;Union Catalogue of Oriental Manuscripts in German Collections;;;
Katalogisierungsregeln {pl};cataloguing rules;noun;;
Katalogisierung {f};cataloging [Am.];noun;;
Katalogisierung {f};cataloguing [Br.];noun;;
Katalogisierung {f} von Neuerscheinungen;cataloguing of forthcoming titles;noun;;
Katalogkarte {f};catalogue card;noun;;
Katalogkasten {m};card tray;noun;;
Katalognummer {f};catalog number [Am.];noun;;
Katalognummer {f};catalogue number;noun;;
Katalogpreise {pl};catalogue prices;noun;;
Katalogpreis {m};list price;noun;;
Katalogprodukt {n};off-the-shelf product;noun;;
Katalogpunkt {m} [Punkt in einem Forderungskatalog];plank;noun;;
Katalogschild {n};catalog labeling [Am.];noun;;
Katalogschild {n};catalogue labelling;noun;;
Katalogschrank {m};catalogue cabinet;noun;;
Katalogschubkasten {m};catalogue drawer;noun;;
Katalogsystem {n};catalog system [Am.];noun;;
Katalogteile {pl};catalog parts [Am.];noun;;
Katalogverwaltung {f};catalog maintenance [Am.];noun;;
Katalogverwaltung {f};catalog management [Am.];noun;;
Katalogwert {m};catalogue value;noun;;
Katalogwert {m};catalog value <CV> [Am.];noun;;
Katalogzettel {m};catalogue card;noun;;
Katalog {m};card index [in library];noun;;
Katalog {m};catalogue;noun;;
Katalog {m};catalog [Am.];noun;;
Katalog {m};newsletter;noun;;
Katalog {m} verfügbarer Waren;catalogue of goods for sale;noun;;
Katalonien {n};Catalonia;noun;;
Katalonier {m} [veraltet];Catalan;noun;;
katalonisch [veraltet];Catalan;adj;;
Katalysator-Rückwirkung {f};catalytic converter feedback effect;noun;;
Katalysator-Vorläufer {m};catalyst precursor;noun;;
Katalysatorbestandteil {m};catalyst component;noun;;
Katalysatorbett {n};catalyst bed;noun;;
Katalysatoren {pl};catalysts;noun;;
Katalysatorgift {n};catalyst poison;noun;;
katalysatorhaltig;containing a / the catalyser  [Br.]  [postpos.];adj;;
Katalysatoroptimierung {f};catalyst optimization;noun;;
Katalysatortemperatur {f};catalytic converter temperature;noun;;
Katalysatorvergiftung {f};catalyst poisoning;noun;;
Katalysator {m};catalyser [Br.];noun;;
Katalysator {m};catalytic converter;noun;;
Katalysator {m};catalyzer [Am.];noun;;
Katalysator {m};cat [coll.] [catalytic converter];noun;;
Katalysator {m} [auch fig.];catalyst [also fig.];noun;;
Katalysemechanismus {m};catalytic mechanism;noun;;
Katalysen {pl};catalyses;noun;;
Katalyserate {f};catalysis rate;noun;;
Katalyse {f};catalysis;noun;;
katalysierend;catalysing [Br.];adj pres-p;;
katalysierend;catalyzing;adj pres-p;;
katalysieren;to catalyse [Br.];verb;;
katalysieren;to catalyze [Am.];verb;;
katalysiert;catalysed  [Br.];adj past-p;;
katalysiert;catalyses [Br.];;;
katalysiert;catalyzed [Am.];adj past-p;;
katalysiert;catalyzes;;;
Katalysierung {f};catalysing [Br.];noun;;
Katalysierung {f};catalyzing [Am.];noun;;
Katalytheizung {f};catalytic heater;noun;;
katalytisch aktiv;catalytically active;adj;;
katalytisch aktive Struktur {f};catalytically active structure;noun;;
katalytisch;catalytic;adj;;
katalytisch;catalytically;adv;;
katalytische Aktivität {f};catalytic activity;noun;;
katalytische Domäne {f};catalytic domain;noun;;
katalytische Effizienz {f};catalytic efficiency;noun;;
katalytischer Mechanismus {m};catalytic mechanism;noun;;
katalytischer Rußfilter {m} [fachspr. meist {n}];catalyzed soot filter <CSF>;noun;;
katalytisches Cracken {n};catalytic cracking;noun;;
katalytisches Kracken {n};catalytic cracking;noun;;
katalytische Spaltung {f};catalytic cracking;noun;;
katalytisches Zentrum {n} [katalytischer Ort eines Proteins (Enzym)];catalytic site [active site];noun;;
katalytische Triade {f};catalytic triade;noun;;
katalytische Untereinheit {f};catalytic subunit;noun;;
Katalytofen {m};catalytic heater;noun;;
Katal {n} <kat>;katal <kat>;noun;;
Katamaran {m};catamaran;noun;;
katamenialer Pneumothorax {m};catamenial pneumothorax <CPT>;noun;;
Katamfe {f};African serendipity berry [Thaumatococcus daniellii];noun;;
Katamfe {f};katamfe [Thaumatococcus daniellii];noun;;
Katamfe {f};katempfe [Thaumatococcus daniellii];noun;;
Katamfe {f};miracle berry [Thaumatococcus daniellii];noun;;
Katamfe {f};miracle fruit [Thaumatococcus daniellii];noun;;
Katamfe {f};Yoruba soft cane [Thaumatococcus daniellii];noun;;
Katamnesen {pl};catamneses;noun;;
Katamnese {f};catamnesis;noun;;
katamnestisch;catamnestic;adj;;
katamnestische Untersuchung {f} von Unterkieferfrakturen;catamnestic examination of mandibular fractures;noun;;
Katana {n} [japanisches Langschwert];katana;noun;;
Katanga-Graumull {m};Caroline's mole rat [Fukomys vandewoestijneae];noun;;
Katanga;Dark of the Sun [US title] [Jack Cardiff];;;
Katanga;The Mercenaries [UK title] [Jack Cardiff];;;
Katangaweber {m};Katanga masked weaver [Ploceus katangae];noun;;
Katanin {n};katanin;noun;;
kataphatisch;cataphatic;adj;;
kataphatisch;kataphatic  [spv.];adj;;
Katapher {f};cataphora;noun;;
Kataphorese {f} [veraltet];cataphoresis;noun;;
Kataphorik {f};cataphora;noun;;
kataphorisch [vorausweisend];cataphoric;adj;;
Kataphorit {m} [ein Klinoamphibol];cataphorite [Na2Ca(Fe,Mg)4Al(Si7Al)O22(OH)2];noun;;
Kataphrakt {m};cataphract;noun;;
Kataphylla {pl};cataphylls;noun;;
Kataplasma {n};cataplasm;noun;;
Kataplexie {f};cataplexy;noun;;
Katappenbaum {m};beach almond [Terminalia catappa];noun;;
Katappenbaum {m};Bengal almond [Terminalia catappa];noun;;
Katappenbaum {m};ebelebo [Terminalia catappa];noun;;
Katappenbaum {m};Indian almond [Terminalia catappa];noun;;
Katappenbaum {m};Malabar almond [Terminalia catappa];noun;;
Katappenbaum {m};sea almond [Terminalia catappa];noun;;
Katappenbaum {m};Singapore almond [Terminalia catappa];noun;;
Katappenbaum {m};talisay tree [Terminalia catappa];noun;;
Katappenbaum {m};tropical almond [Terminalia catappa];noun;;
Katappenbaum {m};umbrella tree [Terminalia catappa];noun;;
Katapulteffekt {m};catapult effect;noun;;
Katapulte {pl};catapults;noun;;
Katapultflugzeug {n};catapult aircraft;noun;;
katapultierend;catapulting;adj pres-p;;
katapultieren;to catapult;verb;;
katapultieren;to eject [pilot];verb;;
katapultiert;catapulted;adj past-p;;
Katapultrasterlade {f};catapult Bucky (cabinet);noun;;
Katapultsitz {m};ejection seat;noun;;
Katapultsitz {m};ejector seat;noun;;
Katapultstart {m};catapult take-off;noun;;
Katapult {n} {m};catapult;noun;;
Katar-Riyal {m} <QAR, QR, ?.?>;Qatari riyal <QAR, QR, ?.?>;noun;;
Katarakt-Messer {n} [selten];cataract knife;noun;;
Katarakta {f} [grauer Star];cataract;noun;;
Kataraktchirurgie {f};cataract surgery [branch of medicine];noun;;
Kataraktextraktion {f};cataract extraction;noun;;
Katarakte {pl};cataracts;noun;;
Kataraktklassifikation {f};cataract classification;noun;;
kataraktogen;cataractogenic;adj;;
Kataraktoperation {f};cataract surgery [operation];noun;;
Kataraktschraube {f};cataract screw;noun;;
Katarakt {f} [grauer Star];cataract;noun;;
Katarakt {m} [Stromschnelle];cataract;noun;;
Katarerinnen {pl};Qataris [female];noun;;
Katarerin {f};Qatari [female];noun;;
Katarer {m};Qatari;noun;;
Katarer {pl};Qataris;noun;;
katarisch;Qatari;adj;;
Katari {m} [Katarer];Qatari;noun;;
katarralisch [Rsv.];catarrhal;adj;;
katarrhalisch;catarrhal;adj;;
katarrhalisch;catarrhous;adj;;
katarrhalische Entzündung {f};catarrhal inflammation;noun;;
katarrhalisches Stadium {n};catarrhal stage;noun;;
Katarrh {m};catarrh;noun;;
Katarrh {m};cold;noun;;
Katarr {m} [Rsv.];catarrh;noun;;
Katar {n};Qatar <.qa>;noun;;
Katar {n} {m} [Dolch aus Indien];katara [Indian dagger];noun;;
Katar {n} {m} [Dolch aus Indien];katar [Indian dagger];noun;;
Katastase {f};catastasis;noun;;
Katasteramt {n};land registry office;noun;;
Katasterbeamter {m};land registry official;noun;;
Katasterbezirk {m};cadastral district;noun;;
Katasterkarte {f} [Liegenschaftswesen];cadastral plan;noun;;
Katasterplan {m};land register map;noun;;
Katastervermessung {f};cadastral survey;noun;;
Katasterwert {m};cadastral value;noun;;
Kataster {m} {n};cadaster [spv.];noun;;
Kataster {m} {n};cadastre;noun;;
Kataster {m} {n};land register;noun;;
Kataster {m} {n};land registry;noun;;
Katastralgemeinde {f} [österr.];cadastral community;noun;;
Katastraljoch {n};cadastral acre;noun;;
katastrophal;calamitous;adj;;
katastrophal;catastrophic;adj;;
katastrophal;catastrophically;adv;;
katastrophal;chronic  [Br.]  [coll.];adj;;
katastrophal;disastrous;adj;;
katastrophal;disastrously;adv;;
katastrophale Metamorphose {f};complete metamorphosis;noun;;
katastrophaler;more disastrous;adj;;
katastrophaler Unfall {m} [INES-Skala];major accident [INES];noun;;
katastrophales Ereignis {n};catastrophic event;noun;;
katastrophales Naturereignis {n};natural disaster;noun;;
katastrophales Versagen {n};catastrophic failure;noun;;
katastrophale Wendung {f};catastrophic change;noun;;
katastrophalste;most disastrous;adj;;
katastrophal [ugs.] [katastrophisch];cataclysmal;adj;;
katastrophal [ugs.] [katastrophisch];cataclysmically;adv;;
Katastrophen-;disaster-hit;adj;;
Katastrophenalarm {m};disaster alert;noun;;
Katastrophenanleihen {pl};catastrophe bonds;noun;;
Katastrophenanleihen {pl};cat bonds [short for: catastrophe bonds];noun;;
Katastrophenanleihe {f};catastrophe bond <CAT bond, cat bond>;noun;;
Katastrophenanleihe {f};cat bond [short for: catastrophe bond];noun;;
katastrophenartig;catastrophic;adj;;
Katastrophenbilder {pl};disaster images;noun;;
Katastrophendarlehen {n};disaster loan;noun;;
Katastropheneinsatzgruppe {f};disaster relief team;noun;;
Katastropheneinsatz {m};disaster operation;noun;;
Katastrophenfall {m};case of disaster;noun;;
Katastrophenfall {m};disaster situation;noun;;
Katastrophenfilm {m};disaster film;noun;;
Katastrophenfilm {m};disaster movie;noun;;
Katastrophenflug 232;Crashlanding: The Rescue of Flight 232 [Lamont Johnson];;;
Katastrophenflug 243;Miracle Landing [Dick Lowry];;;
Katastrophenfonds {m};disaster fund;noun;;
Katastrophengebiet {n};disaster area;noun;;
Katastrophengebiet {n};disaster region;noun;;
Katastrophengebiet {n};disaster zone;noun;;
Katastrophengeologie {f};catastrophic geology;noun;;
Katastrophengrenze {f};emergency level;noun;;
Katastrophenhelfer {pl};disaster crew {sg};noun;;
Katastrophenhilfe {f};disaster relief;noun;;
Katastrophenhilfe {f};emergency aid;noun;;
Katastrophenhilfe {f};emergency relief;noun;;
Katastrophenhochwasser {n};superflood;noun;;
Katastrophenhund {m};disaster dog;noun;;
Katastrophenklausel {f};disaster clause;noun;;
Katastrophenmanagement {n};disaster management;noun;;
Katastrophenmedizin {f};disaster medicine;noun;;
Katastrophenmodell {n};catastrophe model;noun;;
Katastrophenort {m};site of the disaster;noun;;
Katastrophenplan {m};contingency plan;noun;;
Katastrophenpost {f};crash mail;noun;;
Katastrophenpost {f};wreck mail;noun;;
Katastrophenprävention {f};disaster preparation;noun;;
Katastrophenreaktion {f};catastrophic reaction;noun;;
Katastrophenreserve {f};catastrophe reserve;noun;;
Katastrophenrisikomanagement {n};disaster risk management;noun;;
Katastrophenrisiko {n};catastrophe risk;noun;;
Katastrophenrisiko {n};disaster risk;noun;;
Katastrophenrückversicherung {f};catastrophe reinsurance;noun;;
Katastrophenschaden {m};catastrophic loss;noun;;
Katastrophenschutz {m};civil protection;noun;;
Katastrophenschutz {m};disaster management;noun;;
Katastrophenschutz {m};disaster prevention;noun;;
Katastrophenschutz {m};emergency management;noun;;
Katastrophenschutz {m} [Organisation];emergency services {pl};noun;;
Katastrophensoziologie {f};sociology of disaster;noun;;
Katastrophenszenario {n};worst-case scenario;noun;;
Katastrophentheorie {f};catastrophe theory;noun;;
Katastrophentourismus {m};dark tourism;noun;;
Katastrophenvorsorgemaßnahmen {pl};disaster preparedness measures;noun;;
Katastrophenvorsorge {f};disaster preparedness;noun;;
Katastrophenzustand {m};state of calamity;noun;;
Katastrophenzustand {m};state of emergency;noun;;
Katastrophen {pl};calamities;noun;;
Katastrophen {pl};cataclysms;noun;;
Katastrophen {pl};catastrophes;noun;;
Katastrophen {pl};debacles;noun;;
Katastrophenübung {f};disaster response exercise;noun;;
Katastrophenübung {f};emergency response drill;noun;;
Katastrophe {f};calamity;noun;;
Katastrophe {f};cataclysm;noun;;
Katastrophe {f};catastrophe;noun;;
Katastrophe {f};debacle;noun;;
Katastrophe {f};disaster;noun;;
Katastrophe {f} ersten Ranges;disaster of the first magnitude;noun;;
katastrophisch;cataclysmic;adj;;
katastrophisch;cataclysmically;adv;;
katastrophisch;catastrophic;adj;;
Katastrophismus {m};catastrophism;noun;;
Katastrophistin {f};catastrophist [female];noun;;
katastrophistisch;catastrophist;adj;;
Katastrophist {m};catastrophist;noun;;
katathym-imaginative Psychotherapie {f} <KIP>;guided affective imagery <GAI>;noun;;
katathym-imaginative Psychotherapie {f} <KIP>;katathym imaginative psychotherapy <KIP>;noun;;
katathym-imaginatives Bilderleben {n} [veraltend] [katathym imaginative Psychotherapie];guided affective imagery <GAI>;noun;;
katathym;catathymic;adj;;
katathymes Bilderleben {n};catathymic image perception;noun;;
Katathymie {f};catathymia;noun;;
katatone Schizophrenie {f};catatonic schizophrenia;noun;;
Katatonie {f};catatonia;noun;;
Katatonikerin {f};catatonic [female];noun;;
Katatoniker {m};catatonic;noun;;
katatonisch;catatonic;adj;;
Katavothre {f} [Schluckloch in Karstgebieten];ponor [swallow hole];noun;;
Katayamalit {m};katayamalite [KCa7Ti2Li3Si12O36(OH)2];noun;;
katazonal;katazonal;adj;;
Katazone {f};katazone;noun;;
Kata {f};kata;noun;;
Kate & Leopold;Kate & Leopold [James Mangold];;;
Katechese {f} [Unterweisung in den christlichen Grundlehren];catechesis;noun;;
Katechetenschule {f};catechetical school;noun;;
Katechetik {f};catechetics;noun;;
katechetisch;catechetical;adj;;
katechetisch;catechetically;adv;;
Katechet {m};catechist;noun;;
Katechisation {f};catechization;noun;;
katechisieren;to catechise [Br.];verb;;
katechisieren;to catechize;verb;;
Katechismuspredigt {f};catechetical sermon;noun;;
Katechismusstunde {f};catechism lesson;noun;;
Katechismusunterricht {m};catechetical instruction;noun;;
Katechismus {m};catechism;noun;;
Katecholaminausscheidung {f};catecholamine release;noun;;
Katecholaminausschüttung {f};catecholamine secretion;noun;;
Katecholamine {pl};catecholamines;noun;;
Katecholaminsekretion {f};catecholamine secretion;noun;;
Katecholamin {n};catecholamine;noun;;
Katechu-Akazie {f};black catechu [Acacia catechu];noun;;
Katechu-Akazie {f};black cutch [Acacia catechu];noun;;
Katechu-Akazie {f};catechu [Acacia catechu];noun;;
Katechu-Akazie {f};cutchtree [Acacia catechu];noun;;
Katechuakazie {f};cachou [Acacia catechu];noun;;
katechumenal;catechumenal;adj;;
Katechumenat {m} {n};catechumenate;noun;;
Katechumenenöl {n};oil of catechumens [also: Oil of (the) Catechumens] [Oleum catechumenorum];noun;;
Katechumeneum {n};catechumeneum;noun;;
Katechumene {m};catechumen;noun;;
Katechupalme {f};areca (nut) palm [Areca catechu];noun;;
Katechu {n};catechu;noun;;
Katechu {n};cutch;noun;;
Kate Fox & die Liebe;Miss Match;;;
kategorial;categorial;adj;;
kategorial;categorially;adv;;
kategoriale Daten {pl};categorical data;noun;;
kategoriale Wahrnehmung {f};categorial perception;noun;;
Kategorienbaum {m};category tree;noun;;
Kategorienbildung {f};category formation;noun;;
Kategorienfehler {m};categorical mistake;noun;;
Kategorienfehler {m};category error;noun;;
Kategorienfehler {m};category mistake;noun;;
Kategorienfehler {m};mistake of category;noun;;
Kategorienlehre {f};theory of categories;noun;;
Kategoriensystem {n};category system [also: category-system];noun;;
kategorientheoretisch;category-theoretic;adj;;
Kategorientheorie {f};category theory;noun;;
Kategorien {pl};categories;noun;;
Kategorien {pl};classes;noun;;
Kategorien {pl};kinds;noun;;
Kategorieordner {m};category folder;noun;;
Kategorie {f};category;noun;;
Kategorie {f};class;noun;;
Kategorie {f};predicament;noun;;
Kategorie {f} von Ringen;category of rings <Ring>;noun;;
kategorisch ablehnen, etw. zu tun;to refuse steadfastly to do sth.;verb;;
kategorisch;categorical;adj;;
kategorisch;categorically;adv;;
kategorische Ablehnung {f};strict denial;noun;;
kategorische Aussage {f};categorical statement;noun;;
kategorische Daten {pl};categorical data;noun;;
kategorischer Imperativ {m} [Immanuel Kant];categorical imperative;noun;;
kategorischer;more categorical;adj;;
kategorischer Satz {m};categorical sentence;noun;;
kategorisches Urteil {n};categorical judgement;noun;;
kategorische Wahrnehmung {f};categorical perception;noun;;
kategorisch;flatly  [absolutely];adv;;
kategorisch;peremptory;adj;;
kategorischste;most categorical;adj;;
kategorisierend;categorising [Br.];adj pres-p;;
kategorisierend;categorizing;adj pres-p;;
kategorisieren;to categorise [Br.];verb;;
kategorisieren;to categorize;verb;;
kategorisieren;to classify;verb;;
kategorisiert;categorised [Br.];past-p adj;;
kategorisiert;categorized;adj past-p;;
Kategorisierung {f};categorisation [Br.];noun;;
Kategorisierung {f};categorization;noun;;
Kategorisierung {f};classification in categories;noun;;
katenativ;catenative;adj;;
Katenen {pl};catenae [biblical commentaries];noun;;
Katenen {pl};catenas [biblical commentaries];noun;;
Katene {f};catena [biblical commentary];noun;;
Katenoide {f};catenary;noun;;
Katerbier {n} [ugs.];hair of the dog [coll.];noun;;
Katerfrühstück {n};hangover breakfast;noun;;
Katerfrühstück {n};morning after breakfast;noun;;
Kater Karlo;Black Pete [Disney];;;
Katerstimmung {f};depression;noun;;
Katerstimmung {f};hangover;noun;;
Katerstimmung {f} [ugs.] [depressive Stimmung];the blues {pl} [coll.];noun;;
Katertablette {f} [ugs.];hangover pill [coll.];noun;;
Kater {m};he-cat;noun;;
Kater {m};male cat;noun;;
Kater {m};tom-cat;noun;;
Kater {m};tomcat;noun;;
Kater {m};tom [male cat];noun;;
Kater {m} [ugs.];hangover;noun;;
Kater {pl};male cats;noun;;
Kater {pl};tomcats;noun;;
Kate {f};cottage;noun;;
Kate {f} [bes. nordd.];cot [archaic, poet.];noun;;
Katfisch {m};catfish;noun;;
Katgut-Faden {m};catgut thread [catgut suture];noun;;
Katgut {n};catgut;noun;;
Katharer {m};Cathar;noun;;
Katharer {pl};Cathari {pl};noun;;
Katharer {pl};Cathars;noun;;
Katharevousa {f};Katharevousa;noun;;
Katharinasittich {m};barred parakeet [Bolborhynchus lineola];noun;;
Katharinasittich {m};Catherine parakeet [Bolborhynchus lineola];noun;;
Katharinasittich {m};lineolated parakeet [Bolborhynchus lineola];noun;;
Katharina {f};Catherine;noun;;
Katharina {f} die Große;Catherine the Great [Catherine II of Russia];noun;;
Katharina {f};Kit [pet form of Katherine];noun;;
Katharina {f} von Aragón / Aragon;Catherine of Aragon;noun;;
Katharina {f} von Medici;Catherine de' Medici;noun;;
Katharinen-Kloster {n} [Rsv.];Saint Catherine's (Monastery);noun;;
Katharinenberg {m} [Sinaihalbinsel];Mount St. Catherine [Sinai Peninsula];noun;;
Katharinenkapelle {f};Chapel of St. Catherine;noun;;
Katharinenkloster {n};Saint Catherine's (Monastery);noun;;
Katharinensisch {n};Riograndenser Hunsrückisch [Brazilian variation of the German dialect Hunsrückisch];noun;;
katharisch;Cathar;adj;;
Katharsis {f};catharsis;noun;;
Katharsis {f};purification;noun;;
kathartisch;cathartic;adj;;
kathartisch;cathartically;adv;;
kathartische Methode {f} [Breuer, Freud];cathartic method;noun;;
Kathederblüte {f};howler;noun;;
Kathedersozialismus {m};lectern socialism;noun;;
Kathedersozialismus {m};professorial socialism;noun;;
Kathedersozialismus {m};socialism of the chair;noun;;
Kathedersozialist {m};academic socialist;noun;;
Katheder {m} {n} [veraltet] [Lehrerpult];teacher's desk;noun;;
Katheder {n} [auch {m}] [österr. nur {m}];lecturing desk;noun;;
Katheder {n} {m} [österr. nur {m}];lectern;noun;;
Kathedralbaukunst {f};art of building cathedrals;noun;;
Kathedralenbaukunst {f};cathedral architecture;noun;;
Kathedralendecke {f};cathedral ceiling;noun;;
Kathedralentscheidung {f};ex cathedra decision;noun;;
Kathedrale {f};cathedral church;noun;;
Kathedrale {f};cathedral;noun;;
Kathedrale {f} Notre-Dame de Paris;Notre Dame (de Paris);noun;;
Kathedrale {f} von Manila;Manila Cathedral;noun;;
Kathedralfassade {f};cathedral façade [spv.];noun;;
Kathedralglas {n};cathedral glass;noun;;
Kathedralkapitel {n};cathedral chapter;noun;;
Kathedralkirche {f};cathedral church;noun;;
Kathedralschule {f};cathedral school;noun;;
Kathedralzeiger {pl};cathedral hands;noun;;
Kathedra {f};cathedra;noun;;
Kathenotheismus {m};kathenotheism;noun;;
Kathepsin {n};cathepsin;noun;;
Kathetensatz {m};cathetus theorem;noun;;
Katheten {pl};catheti {pl};noun;;
Katheten {pl};short sides;noun;;
Katheterablation {f};catheter-induced ablation;noun;;
Katheterablation {f};catheter ablation;noun;;
katheterbasiert;catheter-based;adj;;
Katheterbiopsie {f};catheter biopsy;noun;;
Katheterdurchmesser {m};catheter diameter;noun;;
Kathetereinführung {f};catheter insertion;noun;;
Katheterembolie {f};catheter embolism;noun;;
Katheterfieber {n};catheter fever;noun;;
Katheterführungsdraht {m};(catheter) guide wire;noun;;
kathetergestützt;catheter-assisted;adj;;
katheterisierend;catheterising  [Br.];adj;;
katheterisierend;catheterizing;adj;;
katheterisieren;to catheterise [Br.];verb;;
katheterisieren;to catheterize;verb;;
Katheterisieren {n};cathing [coll.] [catheterization];noun;;
katheterisiert;catheterised  [Br.];adj past-p;;
katheterisiert;catheterized;adj past-p;;
Katheterisierungslabor {n};catheterization laboratory <cath lab>;noun;;
Katheterisierung {f};catheterisation [Br.];noun;;
Katheterisierung {f};catheterization;noun;;
Katheterisierung {f} [der Blase];urinary catheterization;noun;;
Katheterismus {m};catheterism;noun;;
Katheterlabor {n};catheter laboratory <cath lab>;noun;;
Katheterlabor {n};cath lab [coll.];noun;;
Katheternabe {f};catheter hub;noun;;
Katheterriss {m};catheter rupture;noun;;
Katheterspitze {f};catheter tip;noun;;
Kathetertag {m};catheter day;noun;;
Katheteruntersuchung {f};catheter examination;noun;;
Katheterurin {m} <KU>;catheter urine <CU>;noun;;
Katheterverbindung {f};catheter connection;noun;;
Katheterverschluss {m} [Herz];transcatheter closure;noun;;
Katheter {m};catheter;noun;;
Katheter {m} in situ;catheter in situ;noun;;
Katheter {m} mit Führungsdraht;guidewire catheter;noun;;
Katheter {m} zur Harnableitung;urinary catheter <UC>;noun;;
Katheter {pl};catheters;noun;;
Kathete {f};cathetus [rare];noun;;
Kathete {f};leg [of a right-angled triangle];noun;;
Kathete {f};short side;noun;;
Kathisophobie {f};kathisophobia [fear of sitting down];noun;;
Kathisophobie {f} [Sitzangst];cathisophobia;noun;;
Kathi {f} [kurz für: Katharina];Kate [Catherine];noun;;
Kathmandu {n};Kathmandu;noun;;
Kathodenableiter {m};cathode collector [e. g. in a battery];noun;;
Kathodenanheizzeit {f};cathode heating time;noun;;
Kathodenanschluss {m};cathode connection;noun;;
Kathodenbecher {m} [Fokussierungseinrichtung];focusing cup;noun;;
Kathodenbecher {m} [Fokussierungseinrichtung];focussing cup [spv.];noun;;
Kathodenblech {n};cathode plate;noun;;
Kathodenelektron {n};cathode electron;noun;;
Kathodenfall {m};cathode drop;noun;;
Kathodenfall {m};cathode fall;noun;;
Kathodenfolger {m};cathode follower;noun;;
Kathodenglühfaden {m} [Glühkathode];cathode filament;noun;;
